Timestamp,From Bank,Account,To Bank,Account,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/01 11:10,021,803D97290,021,803D97290,4125396.15,Yen,4125396.15,Yen,Reinvestment,0
2022/09/01 11:06,0210292,803D930F0,009679,803DBB9B0,67741.60,Yen,67741.60,Yen,Cheque,0
2022/09/01 11:04,0210292,803D930F0,009679,803DBB9B0,189767.47,Yen,189767.47,Yen,Credit Card,0
2022/09/01 11:23,0210261,803DBF4A0,0210261,803DBF4A0,11414576.55,Yen,11414576.55,Yen,Reinvestment,0
2022/09/01 11:24,0210261,803B1DDA0,0210319,803DC0640,76432.76,Yen,76432.76,Yen,Cheque,0
2022/09/01 11:11,0210261,803B1DDA0,0210319,803DC0640,150832.46,Yen,150832.46,Yen,Cash,0
2022/09/01 11:17,0310456,803DBBC00,024,803DC10E0,0.04,Yen,0.04,Yen,ACH,0
2022/09/01 11:15,0210185,803DD1970,0210185,803DD1970,36230659.84,Yen,36230659.84,Yen,Reinvestment,0
2022/09/01 11:05,015,803A8AAB0,0010057,803DD6FB0,777101100.67,Yen,777101100.67,Yen,Cheque,0
2022/09/01 11:18,029467,803DE10A0,029467,803DE10A0,18914515.55,Yen,18914515.55,Yen,Reinvestment,0
2022/09/01 11:11,0110057,803B4C9E0,0010060,803DE12C0,28140.15,Yen,28140.15,Yen,Cheque,0
2022/09/01 11:03,0110057,803B4C9E0,0010060,803DE12C0,13272.73,Yen,13272.73,Yen,Credit Card,0
2022/09/01 11:29,0210319,803DE8980,0210319,803DE8980,2298.54,Yen,2298.54,Yen,Reinvestment,0
2022/09/01 11:26,009679,803B65E10,019925,803DF5F90,64745.82,Yen,64745.82,Yen,Cheque,0
2022/09/01 11:20,009679,803B65E10,019925,803DF5F90,35969.48,Yen,35969.48,Yen,Credit Card,0
2022/09/01 11:09,012381,8030C4F70,012381,8030C4F70,9870028.48,Yen,93643.53,US Dollar,ACH,0
2022/09/01 11:09,012381,8030C4F70,0010060,803E0D090,9870028.48,Yen,9870028.48,Yen,Cheque,0
2022/09/01 11:23,012381,8030C4F70,012381,8030C4F70,11854423.38,Yen,112470.81,US Dollar,ACH,0
2022/09/01 11:23,012381,8030C4F70,0010060,803E0D090,11854423.38,Yen,11854423.38,Yen,Cash,0
2022/09/01 11:26,0010057,803E0D730,0010057,803E0D730,437.40,Yen,437.40,Yen,Reinvestment,0
2022/09/01 11:23,039957,803E0CD20,039957,803E0CD20,238412.89,Yen,238412.89,Yen,Reinvestment,0
2022/09/01 11:01,0310586,803E54010,009665,803E53FC0,3.86,Yen,3.86,Yen,Cheque,0
2022/09/01 11:07,0010605,803E61800,0010605,803E61800,630.55,Yen,630.55,Yen,Reinvestment,0
2022/09/01 11:28,0010057,803B7A880,0210292,803E6A2A0,3269598.45,Yen,3269598.45,Yen,Cheque,0
2022/09/01 11:13,0210261,803E6CCD0,0210261,803E6CCD0,28451482.65,Yen,28451482.65,Yen,Reinvestment,0
2022/09/01 11:19,070,100428738,0110057,803E70620,574978.46,Yen,574978.46,Yen,Cheque,0
2022/09/01 11:11,0010099,803E70200,0010099,803E70200,1024.13,Yen,1024.13,Yen,Reinvestment,0
2022/09/01 11:20,029467,803E73170,029467,803E73170,8304.25,Yen,8304.25,Yen,Reinvestment,0
2022/09/01 11:21,0010099,803EB6960,0010099,803EB6960,57079.84,Yen,57079.84,Yen,Reinvestment,0
2022/09/01 11:10,0010099,803B3DAA0,015,803EC8000,1572.89,Yen,1572.89,Yen,Cheque,0
2022/09/01 11:12,0010099,803B3DAA0,015,803EC8000,965.53,Yen,965.53,Yen,ACH,0
2022/09/01 11:14,0210319,803ECA070,0210319,803ECA070,7692.87,Yen,7692.87,Yen,Reinvestment,0
2022/09/01 11:28,0010057,803D9CA10,0010581,803ED3E50,191568.36,Yen,191568.36,Yen,Cheque,0
2022/09/01 11:11,021,803037A10,0010060,803ED3B80,116578.44,Yen,116578.44,Yen,Cheque,0
2022/09/01 11:08,021,803037A10,0010060,803ED3B80,1034900.03,Yen,1034900.03,Yen,Credit Card,0
2022/09/01 11:22,021,8039F6390,0010605,803ED8B70,32187.81,Yen,32187.81,Yen,Cheque,0
2022/09/01 11:13,019925,803ED8E60,019925,803ED8E60,1462370.90,Yen,1462370.90,Yen,Reinvestment,0
2022/09/01 11:11,0010099,803EEDC20,0010099,803EEDC20,2599.42,Yen,2599.42,Yen,Reinvestment,0
2022/09/01 11:23,015,803DFEF90,015,803EF8D80,224731.80,Yen,224731.80,Yen,Cheque,0
2022/09/01 11:26,015,803DFEF90,015,803EF8D80,173473.46,Yen,173473.46,Yen,Credit Card,0
2022/09/01 11:29,009679,803B65270,0210319,803EFDF60,133445.46,Yen,133445.46,Yen,Cheque,0
2022/09/01 11:21,009679,803B65270,0210319,803EFDF60,142058.52,Yen,142058.52,Yen,Credit Card,0
2022/09/01 11:08,0210261,803ED8270,015,803F1B6E0,32441.40,Yen,32441.40,Yen,Cheque,0
2022/09/01 11:03,0210261,803ED8270,015,803F1B6E0,239022.32,Yen,239022.32,Yen,Credit Card,0
2022/09/01 11:24,024,80383DEA0,0210292,803F364A0,39.93,Yen,39.93,Yen,Cheque,0
2022/09/01 11:28,024,80383DEA0,0210292,803F364A0,286.51,Yen,286.51,Yen,Credit Card,0
2022/09/01 11:13,009679,803F15F20,021,803F6A090,17551549.73,Yen,17551549.73,Yen,Cheque,0
2022/09/01 11:26,009679,803F15F20,021,803F6A090,609845.24,Yen,609845.24,Yen,Credit Card,0
2022/09/01 11:02,0010605,803F6FB70,0010605,803F6FB70,64907790.81,Yen,64907790.81,Yen,Reinvestment,0
2022/09/01 11:24,036387,803F62220,036387,803F62220,12235.56,Euro,12235.56,Euro,Reinvestment,0
2022/09/01 11:18,024,803F74550,024,803F74550,9349442.22,Yen,9349442.22,Yen,Reinvestment,0
2022/09/01 11:20,0010813,803F70390,0010813,803F70390,2338.74,Yen,2338.74,Yen,Reinvestment,0
2022/09/01 11:11,0210261,803F720A0,029467,803F8ACE0,22152261.43,Yen,22152261.43,Yen,Cheque,0
2022/09/01 11:08,0210261,803F720A0,029467,803F8ACE0,10119876.94,Yen,10119876.94,Yen,Cash,0
2022/09/01 11:08,0210292,803F59980,0210292,803F59980,2220.83,Yen,2220.83,Yen,Reinvestment,0
2022/09/01 11:08,0310155,803CC76A0,0310155,803CC76A0,3686183.63,Yen,3686183.63,Yen,Reinvestment,0
2022/09/01 11:23,002627,802486800,002627,802486800,1922439.01,Yen,18239.46,US Dollar,ACH,0
2022/09/01 11:23,002627,802486800,029467,803F977F0,1922439.01,Yen,1922439.01,Yen,Cheque,0
2022/09/01 11:22,002627,802486800,002627,802486800,6332326.55,Yen,60079.00,US Dollar,ACH,0
2022/09/01 11:22,002627,802486800,029467,803F977F0,6332326.55,Yen,6332326.55,Yen,Cash,0
2022/09/01 11:17,002627,802486800,002627,802486800,829997.65,Yen,7874.74,US Dollar,ACH,0
2022/09/01 11:17,002627,802486800,029467,803F977F0,829997.65,Yen,829997.65,Yen,ACH,0
2022/09/01 11:09,0210292,803D930F0,0210319,803FBDC90,1152701839.34,Yen,1152701839.34,Yen,Cheque,0
2022/09/01 11:19,0210292,803D930F0,0210319,803FBDC90,724122.21,Yen,724122.21,Yen,Credit Card,0
2022/09/01 11:22,0010581,803FBD0E0,0010581,803FBD0E0,813865.92,Yen,813865.92,Yen,Reinvestment,0
2022/09/01 11:13,0310689,803FBEA40,0310689,803FBEA40,1884788.61,Yen,1884788.61,Yen,Reinvestment,0
2022/09/01 11:23,009665,803DBB210,015,803FDF650,69988.66,Yen,69988.66,Yen,Cheque,0
2022/09/01 11:26,009665,803DBB210,015,803FDF650,39856.57,Yen,39856.57,Yen,Credit Card,0
2022/09/01 11:28,015,8036908F0,015,803FE9730,24049.73,Yen,24049.73,Yen,Cheque,0
2022/09/01 11:21,015,8036908F0,015,803FE9730,12983.31,Yen,12983.31,Yen,Credit Card,0
2022/09/01 11:17,0010656,803FEC120,0010656,803FEC120,6272641.19,Yen,6272641.19,Yen,Reinvestment,0
2022/09/01 11:09,0010581,80402D1F0,0010581,80402D1F0,1568.59,Yen,1568.59,Yen,Reinvestment,0
2022/09/01 11:27,070,100428738,0210319,80402EDD0,33485.35,Yen,33485.35,Yen,Cheque,0
2022/09/01 11:08,070,100428738,0210319,80402EDD0,313.82,Yen,313.82,Yen,Cash,0
2022/09/01 11:09,024,80403D330,024,80403D330,974.08,Yen,974.08,Yen,Reinvestment,0
2022/09/01 11:25,0210261,803F2FAC0,0010099,804047940,179190.38,Yen,179190.38,Yen,Cheque,0
2022/09/01 11:13,0310746,80407CAB0,0310746,80407CAB0,1482546.22,Yen,1482546.22,Yen,Reinvestment,0
2022/09/01 11:09,070,100428738,0010057,804080940,171503483.11,Yen,171503483.11,Yen,Cheque,0
2022/09/01 11:16,070,100428738,0010057,804080940,729624.84,Yen,729624.84,Yen,Credit Card,0
2022/09/01 11:22,070,100428738,0010057,804080940,125118.93,Yen,125118.93,Yen,Cash,0
2022/09/01 11:25,021,80408A140,021,80408A140,33741170.82,Yen,33741170.82,Yen,Reinvestment,0
2022/09/01 11:06,0310089,80409A980,0210319,80409A3A0,1068321.53,Yen,1068321.53,Yen,Cheque,0
2022/09/01 11:02,0110057,80409E100,0110057,80409E100,3632515.95,Yen,3632515.95,Yen,Reinvestment,0
2022/09/01 11:21,015,803F485B0,029467,80409DEC0,6649.57,Yen,6649.57,Yen,Cheque,0
2022/09/01 11:09,015,803F485B0,029467,80409DEC0,12970.77,Yen,12970.77,Yen,Cash,0
2022/09/01 11:22,015,803F485B0,029467,80409DEC0,181.15,Yen,181.15,Yen,ACH,0
2022/09/01 11:16,015,803F485B0,029467,80409DEC0,879.60,Yen,879.60,Yen,Wire,0
2022/09/01 11:20,015,803A7E340,015,8040BE770,82378.54,Yen,82378.54,Yen,Cheque,0
2022/09/01 11:02,015,803A7E340,015,8040BE770,257605.88,Yen,257605.88,Yen,Credit Card,0
2022/09/01 11:27,009679,803F9C470,015,8040C36F0,32396.49,Yen,32396.49,Yen,Cheque,0
2022/09/01 11:05,009679,803F9C470,015,8040C36F0,98227.50,Yen,98227.50,Yen,Credit Card,0
2022/09/01 11:06,015,8040DCFA0,015,8040DCFA0,1457.14,Yen,1457.14,Yen,Reinvestment,0
2022/09/01 11:29,009665,803ED2C70,0010057,8040ECA50,18011.29,Yen,18011.29,Yen,Cheque,0
2022/09/01 11:23,009665,803ED2C70,0010057,8040ECA50,109899.46,Yen,109899.46,Yen,Credit Card,0
2022/09/01 11:19,015,8040F1330,015,8040F1330,676327.77,Yen,676327.77,Yen,Reinvestment,0
2022/09/01 11:01,021,8040F0DE0,021,8040F0DE0,1076.16,Yen,1076.16,Yen,Reinvestment,0
2022/09/01 11:01,0010099,803DD6B40,029467,8040F9DC0,7287.69,Yen,7287.69,Yen,Cheque,0
2022/09/01 11:11,0010099,803DD6B40,029467,8040F9DC0,15802.15,Yen,15802.15,Yen,Credit Card,0
2022/09/01 11:20,015,803830160,0010060,8040FD130,296614.71,Yen,296614.71,Yen,Cheque,0
2022/09/01 11:26,015,803830160,0010060,8040FD130,55119.66,Yen,55119.66,Yen,Cash,0
2022/09/01 11:01,0310864,8040D6190,021,8040D6230,0.23,Yen,0.23,Yen,Cheque,0
2022/09/01 11:12,0010099,803B4C3B0,0110057,804116620,333599.83,Yen,333599.83,Yen,Cheque,0
2022/09/01 11:08,0010099,803B4C3B0,0110057,804116620,1000074.95,Yen,1000074.95,Yen,Credit Card,0
2022/09/01 11:22,0010656,804117800,0010656,804117800,2196.50,Yen,2196.50,Yen,Reinvestment,0
2022/09/01 11:16,0210319,803E708E0,0010581,80411D8E0,18672.17,Yen,18672.17,Yen,Cheque,0
2022/09/01 11:08,0210319,803E708E0,0010581,80411D8E0,31926.38,Yen,31926.38,Yen,Credit Card,0
2022/09/01 11:15,0210261,803B4F180,015,804126D30,82421.05,Yen,82421.05,Yen,Cheque,0
2022/09/01 11:19,0210261,803B4F180,015,804126D30,110520.13,Yen,110520.13,Yen,Credit Card,0
2022/09/01 11:13,029467,80382D720,0210292,804128660,33426.07,Yen,33426.07,Yen,Cheque,0
2022/09/01 11:11,029467,80382D720,0210292,804128660,48.34,Yen,48.34,Yen,Credit Card,0
2022/09/01 11:26,009679,803E5EFE0,0210319,80413DB60,2726.76,Yen,2726.76,Yen,Cheque,0
2022/09/01 11:08,009679,803E5EFE0,0210319,80413DB60,26642.00,Yen,26642.00,Yen,Credit Card,0
2022/09/01 11:29,021,8022EC200,0010099,8041521F0,4454624.25,Yen,4454624.25,Yen,Cheque,0
2022/09/01 11:09,021,8022EC200,0010099,8041521F0,2301459.77,Yen,2301459.77,Yen,Credit Card,0
2022/09/01 11:21,021,8022EC200,0010099,8041521F0,13695991.52,Yen,13695991.52,Yen,Cash,0
2022/09/01 11:25,009679,804158920,029467,804157D10,139908.94,Yen,139908.94,Yen,ACH,0
2022/09/01 11:26,0010813,80414D0C0,029467,804157D10,49552.11,Yen,49552.11,Yen,ACH,0
2022/09/01 11:19,009665,804152860,029467,804157D10,349883.05,Yen,349883.05,Yen,ACH,0
2022/09/01 11:28,0210319,80415A420,029467,804157D10,366071.45,Yen,366071.45,Yen,ACH,0
2022/09/01 11:02,0010060,804158E00,029467,804157D10,8090.49,Yen,8090.49,Yen,ACH,0
2022/09/01 11:16,0010099,804158CC0,029467,804157D10,174158.64,Yen,174158.64,Yen,ACH,0
2022/09/01 11:07,0010605,804158AF0,029467,804157D10,328152.24,Yen,328152.24,Yen,ACH,0
2022/09/01 11:17,021,80414D430,029467,804157D10,65933.85,Yen,65933.85,Yen,ACH,0
2022/09/01 11:26,0210261,80415B5C0,029467,804157D10,115667.02,Yen,115667.02,Yen,ACH,0
2022/09/01 11:21,0210319,80414E160,029467,804157D10,525688.66,Yen,525688.66,Yen,ACH,0
2022/09/01 11:00,0111031,80414E990,029467,804157D10,462725.74,Yen,462725.74,Yen,ACH,0
2022/09/01 11:29,0210997,80415B570,029467,804157D10,394333.60,Yen,394333.60,Yen,ACH,0
2022/09/01 11:10,0210319,80414FD60,029467,804157D10,427899.01,Yen,427899.01,Yen,ACH,0
2022/09/01 11:18,0010581,80415AFA0,029467,804157D10,42432.42,Yen,42432.42,Yen,ACH,0
2022/09/01 11:29,0210972,804150550,029467,804157D10,413783.31,Yen,413783.31,Yen,ACH,0
2022/09/01 11:04,0210997,80415AD80,029467,804157D10,152795.14,Yen,152795.14,Yen,ACH,0
2022/09/01 11:24,0210185,8041526D0,029467,804157D10,56421.81,Yen,56421.81,Yen,ACH,0
2022/09/01 11:15,015,80415A9E0,029467,804157D10,22698.31,Yen,22698.31,Yen,ACH,0
2022/09/01 11:01,029467,80414D390,029467,804157D10,405974.54,Yen,405974.54,Yen,ACH,0
2022/09/01 11:04,0010057,80414FE50,029467,804157D10,344526.05,Yen,344526.05,Yen,ACH,0
2022/09/01 11:26,0210997,80415B840,029467,804157D10,213260.38,Yen,213260.38,Yen,ACH,0
2022/09/01 11:18,015,804158D10,029467,804157D10,347888.82,Yen,347888.82,Yen,ACH,0
2022/09/01 11:26,0010581,804153710,029467,804157D10,479859.20,Yen,479859.20,Yen,ACH,0
2022/09/01 11:09,0010057,80414DBF0,029467,804157D10,276937.17,Yen,276937.17,Yen,ACH,0
2022/09/01 11:14,0210972,804152770,029467,804157D10,474737.24,Yen,474737.24,Yen,ACH,0
2022/09/01 11:11,024,8041548F0,029467,804157D10,87776.63,Yen,87776.63,Yen,ACH,0
2022/09/01 11:04,0210261,8041553F0,029467,804157D10,115788.37,Yen,115788.37,Yen,ACH,0
2022/09/01 11:27,029467,804158790,029467,804157D10,161239.67,Yen,161239.67,Yen,ACH,0
2022/09/01 11:06,0210319,804157890,029467,804157D10,23870.11,Yen,23870.11,Yen,ACH,0
2022/09/01 11:24,0010060,80415B480,029467,804157D10,499704.44,Yen,499704.44,Yen,ACH,0
2022/09/01 11:00,0010057,80415B520,029467,804157D10,422169.38,Yen,422169.38,Yen,ACH,0
2022/09/01 11:22,015,804132860,029467,804157D10,53902.02,Yen,53902.02,Yen,ACH,0
2022/09/01 11:28,0010057,804158DB0,029467,804157D10,64256.22,Yen,64256.22,Yen,ACH,0
2022/09/01 11:21,0010060,80414F750,029467,804157D10,295505.51,Yen,295505.51,Yen,ACH,0
2022/09/01 11:23,0010813,8041505F0,029467,804157D10,436137.86,Yen,436137.86,Yen,ACH,0
2022/09/01 11:20,009679,80414FDB0,029467,804157D10,444747.50,Yen,444747.50,Yen,ACH,0
2022/09/01 11:27,0210319,80415B7A0,029467,804157D10,96565.00,Yen,96565.00,Yen,ACH,0
2022/09/01 11:05,024,80415BE60,029467,804157D10,269637.84,Yen,269637.84,Yen,ACH,0
2022/09/01 11:12,019925,8041588D0,029467,804157D10,271262.77,Yen,271262.77,Yen,ACH,0
2022/09/01 11:24,0010656,8041535D0,029467,804157D10,460650.65,Yen,460650.65,Yen,ACH,0
2022/09/01 11:25,0010656,80415B7F0,029467,804157D10,40222.17,Yen,40222.17,Yen,ACH,0
2022/09/01 11:16,0210997,804157930,029467,804157D10,431934.86,Yen,431934.86,Yen,ACH,0
2022/09/01 11:03,015,8041590C0,029467,804157D10,74778.57,Yen,74778.57,Yen,ACH,0
2022/09/01 11:14,0210997,8041544C0,029467,804157D10,439899.82,Yen,439899.82,Yen,ACH,0
2022/09/01 11:16,0010813,804159070,029467,804157D10,416404.16,Yen,416404.16,Yen,ACH,0
2022/09/01 11:21,015,804157340,029467,804157D10,448369.98,Yen,448369.98,Yen,ACH,0
2022/09/01 11:06,0010581,80414D2A0,029467,804157D10,242611.17,Yen,242611.17,Yen,ACH,0
2022/09/01 11:25,009679,804163860,009679,804163860,23260133.37,Yen,23260133.37,Yen,Reinvestment,0
2022/09/01 11:11,0010099,80416FBF0,0010099,80416FBF0,2283.80,Yen,2283.80,Yen,Reinvestment,0
2022/09/01 11:24,015,802FCC960,021,80417AD70,25247.98,Yen,25247.98,Yen,Cheque,0
2022/09/01 11:25,015,802FCC960,021,80417AD70,20230.82,Yen,20230.82,Yen,Credit Card,0
2022/09/01 11:16,015,80382AEB0,0210997,804181EA0,310640.87,Yen,310640.87,Yen,Cheque,0
2022/09/01 11:18,015,80382AEB0,0210997,804181EA0,132693.18,Yen,132693.18,Yen,Credit Card,0
2022/09/01 11:09,009665,803C40670,0210185,804228900,311481.40,Yen,311481.40,Yen,Cheque,0
2022/09/01 11:09,0111031,804143DB0,0010656,804232F20,6216.89,Yen,6216.89,Yen,Cheque,0
2022/09/01 11:04,0111031,804143DB0,0010656,804232F20,9025.92,Yen,9025.92,Yen,Cash,0
2022/09/01 11:10,0010060,804234580,0010060,804234580,920084.54,Yen,920084.54,Yen,Reinvestment,0
2022/09/01 11:29,015,80423F2D0,015,80423F2D0,476840.02,Yen,476840.02,Yen,Reinvestment,0
2022/09/01 11:10,024,803FB2300,0110057,8042F1DD0,62842.95,Yen,62842.95,Yen,Cheque,0
2022/09/01 11:21,024,803FB2300,0110057,8042F1DD0,262131.22,Yen,262131.22,Yen,Credit Card,0
2022/09/01 11:26,024,803FB2300,0110057,8042F1DD0,5559.94,Yen,5559.94,Yen,Cash,0
2022/09/01 11:25,024,803FB2300,0110057,8042F1DD0,15345.49,Yen,15345.49,Yen,ACH,0
2022/09/01 11:05,0210690,8042F6C10,0210690,8042F6C10,1761.08,Yen,1761.08,Yen,Reinvestment,0
2022/09/01 11:17,0010060,803FACA20,0010605,8042F9D50,60108.27,Yen,60108.27,Yen,Cheque,0
2022/09/01 11:01,0010060,803FACA20,0010605,8042F9D50,134950.52,Yen,134950.52,Yen,Credit Card,0
2022/09/01 11:20,0310257,80415FA30,015,8042F41C0,0.03,Yen,0.03,Yen,Cheque,0
2022/09/01 11:21,0210319,8042FF580,0210319,8042FF580,70459.81,Yen,70459.81,Yen,Reinvestment,0
2022/09/01 11:12,009665,803C32A60,0210319,8042FF580,53748.10,Yen,53748.10,Yen,Cheque,0
2022/09/01 11:17,0210261,804303EA0,0210261,804303EA0,719.86,Yen,719.86,Yen,Reinvestment,0
2022/09/01 11:20,070,100428738,0010605,803FC7910,1362672.51,Yen,1362672.51,Yen,Cheque,0
2022/09/01 11:06,021,804350D50,021,804350D50,538554.77,Yen,538554.77,Yen,Reinvestment,0
2022/09/01 11:20,0111031,804317E80,0111031,804317E80,1890.47,Yen,1890.47,Yen,Reinvestment,0
2022/09/01 11:04,021,80435A5E0,021,80435A5E0,1205.61,Yen,1205.61,Yen,Reinvestment,0
2022/09/01 11:19,0210972,80435F5A0,0210972,80435F5A0,255698.13,Yen,255698.13,Yen,Reinvestment,0
2022/09/01 11:03,015,80435F200,015,80435F200,63746178.12,Yen,63746178.12,Yen,Reinvestment,0
2022/09/01 11:12,0210997,804358450,0210997,804358450,96328680.88,Yen,96328680.88,Yen,Reinvestment,0
2022/09/01 11:00,0210972,804364930,0210972,804364930,369125.43,Yen,369125.43,Yen,Reinvestment,0
2022/09/01 11:24,0210690,8043646C0,0210690,8043646C0,1205.29,Yen,1205.29,Yen,Reinvestment,0
2022/09/01 11:25,0010099,803E22850,0010656,804371680,118999.20,Yen,118999.20,Yen,Cheque,0
2022/09/01 11:16,029467,80417F620,0010656,804371680,9903862.56,Yen,9903862.56,Yen,Cheque,0
2022/09/01 11:12,029467,80417F620,0010656,804371680,458731.24,Yen,458731.24,Yen,Credit Card,0
2022/09/01 11:14,029467,80417F620,0010656,804371680,1533610.94,Yen,1533610.94,Yen,Wire,0
2022/09/01 11:02,015,804377BF0,015,804377BF0,29747289.28,Yen,29747289.28,Yen,Reinvestment,0
2022/09/01 11:14,015,803864F90,0110057,8043E0BB0,463075.42,Yen,463075.42,Yen,Cheque,0
2022/09/01 11:19,015,803864F90,0110057,8043E0BB0,136547.18,Yen,136547.18,Yen,Credit Card,0
2022/09/01 11:26,015,803864F90,0110057,8043E0BB0,2922.26,Yen,2922.26,Yen,Cash,0
